ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,103,178,0,1100,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.backupSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,backupSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;,false,true,At XenserverSnapshotStrategy.java:[line 124],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,124,124,204,204,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 124],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,124,124,201,201,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d4f7a36969456714e2ab7193b485df3a,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,241,328,0,1305,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.deleteSnapshot(Long),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,deleteSnapshot,(Ljava/lang/Long;)Z,false,true,At XenserverSnapshotStrategy.java:[line 292],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,292,292,377,377,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 292],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,292,292,374,374,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d8ede59dc8f9bb680a1237e79b1c2784,0,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,241,328,0,1305,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.deleteSnapshot(Long),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,deleteSnapshot,(Ljava/lang/Long;)Z,false,true,At XenserverSnapshotStrategy.java:[line 323],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,323,323,637,637,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 323],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,323,323,634,634,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d8ede59dc8f9bb680a1237e79b1c2784,1,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,182,236,0,794,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.deleteSnapshotChain(SnapshotInfo),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,deleteSnapshotChain,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At XenserverSnapshotStrategy.java:[line 182],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,182,182,27,27,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 182],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,182,182,24,24,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,47846ec04785c13b8379aa20a54f4014,0,2,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,182,236,0,794,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.deleteSnapshotChain(SnapshotInfo),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,deleteSnapshotChain,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At XenserverSnapshotStrategy.java:[line 194],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,194,194,130,130,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 194],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,194,194,127,127,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,47846ec04785c13b8379aa20a54f4014,1,2,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,182,236,0,794,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.deleteSnapshotChain(SnapshotInfo),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,deleteSnapshotChain,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At XenserverSnapshotStrategy.java:[line 218],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,218,218,332,332,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 218],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,218,218,329,329,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,47846ec04785c13b8379aa20a54f4014,2,2,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,333,378,0,683,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.revertSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,revertSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At XenserverSnapshotStrategy.java:[line 361],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,361,361,194,194,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 361],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,361,361,191,191,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8303ee6ef3d7c42a10ad717548e09d7e,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In XenserverSnapshotStrategy.java,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In class org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,384,427,0,764,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,In method org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy.takeSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,takeSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;,false,true,At XenserverSnapshotStrategy.java:[line 406],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,true,406,406,168,168,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,At XenserverSnapshotStrategy.java:[line 406],org.apache.cloudstack.storage.snapshot.XenserverSnapshotStrategy,406,406,165,165,XenserverSnapshotStrategy.java,org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,java/org/apache/cloudstack/storage/snapshot/XenserverSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,dd9d2162b828370eb7e34181f06c8ccf,0,0,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In DefaultVMSnapshotStrategy.java,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In class org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,196,238,0,1131,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In method org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy.deleteVMSnapshot(VMSnapshot),org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,deleteVMSnapshot,(Lcom/cloud/vm/snapshot/VMSnapshot;)Z,false,true,At DefaultVMSnapshotStrategy.java:[line 232],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,232,232,427,427,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,At DefaultVMSnapshotStrategy.java:[line 232],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,232,232,424,424,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,dd845f4846313583f863d874444e0170,0,0,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In DefaultVMSnapshotStrategy.java,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In class org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,245,268,0,223,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,"In method org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy.processAnswer(VMSnapshotVO, UserVm, Answer, Long)",org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,processAnswer,(Lcom/cloud/vm/snapshot/VMSnapshotVO;Lcom/cloud/uservm/UserVm;Lcom/cloud/agent/api/Answer;Ljava/lang/Long;)V,false,true,At DefaultVMSnapshotStrategy.java:[line 265],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,265,265,63,63,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,At DefaultVMSnapshotStrategy.java:[line 264],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,264,264,51,51,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3df7847c7682568f95df70574b24ed7b,0,0,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In DefaultVMSnapshotStrategy.java,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In class org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,352,361,0,338,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,"In method org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy.publishUsageEvent(String, VMSnapshot, UserVm, Long, Long)",org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,publishUsageEvent,(Ljava/lang/String;Lcom/cloud/vm/snapshot/VMSnapshot;Lcom/cloud/uservm/UserVm;Ljava/lang/Long;Ljava/lang/Long;)V,false,true,At DefaultVMSnapshotStrategy.java:[line 359],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,359,359,118,118,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,At DefaultVMSnapshotStrategy.java:[line 359],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,359,359,113,113,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,af4d3ba01a7a7fc6105d7f40fe3a8811,0,0,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In DefaultVMSnapshotStrategy.java,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In class org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,365,420,0,1328,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In method org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy.revertVMSnapshot(VMSnapshot),org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,revertVMSnapshot,(Lcom/cloud/vm/snapshot/VMSnapshot;)Z,false,true,At DefaultVMSnapshotStrategy.java:[line 402],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,402,402,438,438,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,At DefaultVMSnapshotStrategy.java:[line 399],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,399,399,385,385,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,At DefaultVMSnapshotStrategy.java:[line 401],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,401,401,428,428,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1b3834d1b24d526598add2cde6d53005,0,1,117
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In DefaultVMSnapshotStrategy.java,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In class org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,365,420,0,1328,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,In method org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy.revertVMSnapshot(VMSnapshot),org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,revertVMSnapshot,(Lcom/cloud/vm/snapshot/VMSnapshot;)Z,false,true,At DefaultVMSnapshotStrategy.java:[line 416],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,true,416,416,609,609,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,At DefaultVMSnapshotStrategy.java:[line 416],org.apache.cloudstack.storage.vmsnapshot.DefaultVMSnapshotStrategy,416,416,606,606,DefaultVMSnapshotStrategy.java,org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,java/org/apache/cloudstack/storage/vmsnapshot/DefaultVMSnapshotStrategy.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1b3834d1b24d526598add2cde6d53005,1,1,117
