ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/_primary,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/1/Message,String/1/_value,String/1/_role
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,163,218,0,1595,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.persistVswitchConfiguration(Connection),com.cloud.upgrade.dao.Upgrade410to420,persistVswitchConfiguration,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 199],com.cloud.upgrade.dao.Upgrade410to420,true,199,199,276,276,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 199],com.cloud.upgrade.dao.Upgrade410to420,199,199,273,273,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c838fb787dd6d2f1a53f3e987686cbbd,1,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,163,218,0,1595,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.persistVswitchConfiguration(Connection),com.cloud.upgrade.dao.Upgrade410to420,persistVswitchConfiguration,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 205],com.cloud.upgrade.dao.Upgrade410to420,true,205,205,412,412,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 204],com.cloud.upgrade.dao.Upgrade410to420,204,204,402,402,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5d814e9567c0e01b1219f0ed48150aca,0,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,163,218,0,1595,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.persistVswitchConfiguration(Connection),com.cloud.upgrade.dao.Upgrade410to420,persistVswitchConfiguration,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 215],com.cloud.upgrade.dao.Upgrade410to420,true,215,215,573,573,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 214],com.cloud.upgrade.dao.Upgrade410to420,214,214,563,563,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5d814e9567c0e01b1219f0ed48150aca,1,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,271,280,0,535,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,"In method com.cloud.upgrade.dao.Upgrade410to420.setConfigurationParameter(Connection, String, String, String)",com.cloud.upgrade.dao.Upgrade410to420,setConfigurationParameter,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,true,At Upgrade410to420.java:[line 275],com.cloud.upgrade.dao.Upgrade410to420,true,275,275,74,74,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 275],com.cloud.upgrade.dao.Upgrade410to420,275,275,71,71,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e2452712ea4e8d933e03215676c634c3,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,228,249,0,838,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,"In method com.cloud.upgrade.dao.Upgrade410to420.updateClusterDetails(Connection, Map)",com.cloud.upgrade.dao.Upgrade410to420,updateClusterDetails,(Ljava/sql/Connection;Ljava/util/Map;)V,false,true,At Upgrade410to420.java:[line 241],com.cloud.upgrade.dao.Upgrade410to420,true,241,241,180,180,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 241],com.cloud.upgrade.dao.Upgrade410to420,241,241,177,177,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a121df8ac29a75cb0f58b5ed7c936aca,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,812,821,0,498,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,"In method com.cloud.upgrade.dao.Upgrade410to420.updateLegacyZones(Connection, List)",com.cloud.upgrade.dao.Upgrade410to420,updateLegacyZones,(Ljava/sql/Connection;Ljava/util/List;)V,false,true,At Upgrade410to420.java:[line 816],com.cloud.upgrade.dao.Upgrade410to420,true,816,816,92,92,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 816],com.cloud.upgrade.dao.Upgrade410to420,816,816,89,89,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,50f29f730371dd326aede391e8beaab8,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,1043,1185,0,6327,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.updateNetworkACLs(Connection),com.cloud.upgrade.dao.Upgrade410to420,updateNetworkACLs,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 1069],com.cloud.upgrade.dao.Upgrade410to420,true,1069,1069,216,216,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 1069],com.cloud.upgrade.dao.Upgrade410to420,1069,1069,213,213,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,41838b12ed61d3ba4d8dda9bdbbb2839,0,2,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,1043,1185,0,6327,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.updateNetworkACLs(Connection),com.cloud.upgrade.dao.Upgrade410to420,updateNetworkACLs,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 1082],com.cloud.upgrade.dao.Upgrade410to420,true,1082,1082,328,328,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 1082],com.cloud.upgrade.dao.Upgrade410to420,1082,1082,325,325,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,41838b12ed61d3ba4d8dda9bdbbb2839,1,2,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,1043,1185,0,6327,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.updateNetworkACLs(Connection),com.cloud.upgrade.dao.Upgrade410to420,updateNetworkACLs,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 1110],com.cloud.upgrade.dao.Upgrade410to420,true,1110,1110,689,689,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 1110],com.cloud.upgrade.dao.Upgrade410to420,1110,1110,686,686,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,41838b12ed61d3ba4d8dda9bdbbb2839,2,2,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,825,894,0,3808,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,"In method com.cloud.upgrade.dao.Upgrade410to420.updateNonLegacyZones(Connection, List)",com.cloud.upgrade.dao.Upgrade410to420,updateNonLegacyZones,(Ljava/sql/Connection;Ljava/util/List;)V,false,true,At Upgrade410to420.java:[line 826],com.cloud.upgrade.dao.Upgrade410to420,true,826,826,57,57,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 826],com.cloud.upgrade.dao.Upgrade410to420,826,826,54,54,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3df539a278d4e13d353eeb6c86681f88,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,825,894,0,3808,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,"In method com.cloud.upgrade.dao.Upgrade410to420.updateNonLegacyZones(Connection, List)",com.cloud.upgrade.dao.Upgrade410to420,updateNonLegacyZones,(Ljava/sql/Connection;Ljava/util/List;)V,false,true,At Upgrade410to420.java:[line 891],com.cloud.upgrade.dao.Upgrade410to420,true,891,891,1300,1300,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 890],com.cloud.upgrade.dao.Upgrade410to420,890,890,1290,1290,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c9c0b6c9917e4e74cb1589d3ab8bbf4e,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,643,690,0,2378,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.upgradeVmwareLabels(Connection),com.cloud.upgrade.dao.Upgrade410to420,upgradeVmwareLabels,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 670],com.cloud.upgrade.dao.Upgrade410to420,true,670,670,192,192,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 670],com.cloud.upgrade.dao.Upgrade410to420,670,670,189,189,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8666dd3a23fd150b2c1792e8f333c130,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,2419,2457,0,1975,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.upgradeVpcServiceMap(Connection),com.cloud.upgrade.dao.Upgrade410to420,upgradeVpcServiceMap,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 2451],com.cloud.upgrade.dao.Upgrade410to420,true,2451,2451,546,546,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 2451],com.cloud.upgrade.dao.Upgrade410to420,2451,2451,543,543,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d323a17e67e70b5522e9ebe27aca5379,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,1401,1476,0,2249,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.correctExternalNetworkDevicesSetup(Connection),com.cloud.upgrade.dao.Upgrade410to420,correctExternalNetworkDevicesSetup,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 1422],com.cloud.upgrade.dao.Upgrade410to420,true,1422,1422,164,164,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 1421],com.cloud.upgrade.dao.Upgrade410to420,1421,1421,161,161,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,b0ffd22113207c11447e44dba65f3979,0,1,89,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,1401,1476,0,2249,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.correctExternalNetworkDevicesSetup(Connection),com.cloud.upgrade.dao.Upgrade410to420,correctExternalNetworkDevicesSetup,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 1446],com.cloud.upgrade.dao.Upgrade410to420,true,1446,1446,300,300,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 1445],com.cloud.upgrade.dao.Upgrade410to420,1445,1445,297,297,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,b0ffd22113207c11447e44dba65f3979,1,1,89,,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.Upgrade410to420.createFullCloneFlag(Connection),In Upgrade410to420.java,com.cloud.upgrade.dao.Upgrade410to420,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In class com.cloud.upgrade.dao.Upgrade410to420,com.cloud.upgrade.dao.Upgrade410to420,true,com.cloud.upgrade.dao.Upgrade410to420,121,150,0,225,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,In method com.cloud.upgrade.dao.Upgrade410to420.createFullCloneFlag(Connection),com.cloud.upgrade.dao.Upgrade410to420,createFullCloneFlag,(Ljava/sql/Connection;)V,false,true,At Upgrade410to420.java:[line 136],com.cloud.upgrade.dao.Upgrade410to420,true,136,136,82,82,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,At Upgrade410to420.java:[line 136],com.cloud.upgrade.dao.Upgrade410to420,136,136,82,82,Upgrade410to420.java,com/cloud/upgrade/dao/Upgrade410to420.java,java/com/cloud/upgrade/dao/Upgrade410to420.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,15,SQL,SECURITY,73527203176605633eb648ae144c90f,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Upgrade41100to41110.java,com.cloud.upgrade.dao.Upgrade41100to41110,Upgrade41100to41110.java,com/cloud/upgrade/dao/Upgrade41100to41110.java,java/com/cloud/upgrade/dao/Upgrade41100to41110.java,In class com.cloud.upgrade.dao.Upgrade41100to41110,com.cloud.upgrade.dao.Upgrade41100to41110,true,com.cloud.upgrade.dao.Upgrade41100to41110,100,134,0,1284,Upgrade41100to41110.java,com/cloud/upgrade/dao/Upgrade41100to41110.java,java/com/cloud/upgrade/dao/Upgrade41100to41110.java,"In method com.cloud.upgrade.dao.Upgrade41100to41110.uncrypt(Connection, String)",com.cloud.upgrade.dao.Upgrade41100to41110,uncrypt,(Ljava/sql/Connection;Ljava/lang/String;)V,false,true,At Upgrade41100to41110.java:[line 109],com.cloud.upgrade.dao.Upgrade41100to41110,true,109,109,72,72,Upgrade41100to41110.java,com/cloud/upgrade/dao/Upgrade41100to41110.java,java/com/cloud/upgrade/dao/Upgrade41100to41110.java,At Upgrade41100to41110.java:[line 109],com.cloud.upgrade.dao.Upgrade41100to41110,109,109,69,69,Upgrade41100to41110.java,com/cloud/upgrade/dao/Upgrade41100to41110.java,java/com/cloud/upgrade/dao/Upgrade41100to41110.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b30c89a79c26616c057f852128350cae,0,1,117,,,,,,,,,,,,,,,,,,,,,,
