ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,Method/SourceLine/0/_synthetic,SourceLine/0/_synthetic,Class/SourceLine/0/_start,Class/SourceLine/0/_end,Class/SourceLine/0/_synthetic,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Script.java,com.cloud.utils.script.Script,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In class com.cloud.utils.script.Script,com.cloud.utils.script.Script,true,com.cloud.utils.script.Script,367,483,0,1666,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,"In method com.cloud.utils.script.Script.findScript(String, String)",com.cloud.utils.script.Script,findScript,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true,true,At Script.java:[line 475],com.cloud.utils.script.Script,true,475,475,1011,1011,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,At Script.java:[line 475],com.cloud.utils.script.Script,475,475,1008,1008,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,50b66882c46545a96c1591aa18664723,9,9,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In Script.java,com.cloud.utils.script.Script,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In class com.cloud.utils.script.Script,com.cloud.utils.script.Script,true,com.cloud.utils.script.Script,367,483,0,1666,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,"In method com.cloud.utils.script.Script.findScript(String, String)",com.cloud.utils.script.Script,findScript,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true,true,At Script.java:[line 482],com.cloud.utils.script.Script,true,482,482,1067,1067,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,At Script.java:[line 482],com.cloud.utils.script.Script,482,482,1064,1064,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,da6b2e2f25373a7df7e0846e3f68de1,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In Script.java,com.cloud.utils.script.Script,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In class com.cloud.utils.script.Script,com.cloud.utils.script.Script,true,com.cloud.utils.script.Script,203,311,0,2322,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In method com.cloud.utils.script.Script.execute(OutputInterpreter),com.cloud.utils.script.Script,execute,(Lcom/cloud/utils/script/OutputInterpreter;)Ljava/lang/String;,false,true,At Script.java:[line 213],com.cloud.utils.script.Script,true,213,213,99,99,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,At Script.java:[line 213],com.cloud.utils.script.Script,213,213,96,96,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,a298f9a5007bc783c8505ad8cc628ec0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In Script.java,com.cloud.utils.script.Script,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In class com.cloud.utils.script.Script,com.cloud.utils.script.Script,true,com.cloud.utils.script.Script,367,483,0,1666,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,"In method com.cloud.utils.script.Script.findScript(String, String)",com.cloud.utils.script.Script,findScript,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true,true,At Script.java:[line 410],com.cloud.utils.script.Script,true,410,410,405,405,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,At Script.java:[line 410],com.cloud.utils.script.Script,410,410,402,402,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,60a6c2cf50f2793a7c26a36428c7e8d6,0,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In Script.java,com.cloud.utils.script.Script,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In class com.cloud.utils.script.Script,com.cloud.utils.script.Script,true,com.cloud.utils.script.Script,367,483,0,1666,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,"In method com.cloud.utils.script.Script.findScript(String, String)",com.cloud.utils.script.Script,findScript,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true,true,At Script.java:[line 459],com.cloud.utils.script.Script,true,459,459,810,810,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,At Script.java:[line 459],com.cloud.utils.script.Script,459,459,807,807,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,60a6c2cf50f2793a7c26a36428c7e8d6,1,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In Script.java,com.cloud.utils.script.Script,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In class com.cloud.utils.script.Script,com.cloud.utils.script.Script,true,com.cloud.utils.script.Script,367,483,0,1666,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,"In method com.cloud.utils.script.Script.findScript(String, String)",com.cloud.utils.script.Script,findScript,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true,true,At Script.java:[line 474],com.cloud.utils.script.Script,true,474,474,973,973,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,At Script.java:[line 474],com.cloud.utils.script.Script,474,474,970,970,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,60a6c2cf50f2793a7c26a36428c7e8d6,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Found Struts 2 endpoint,com.cloud.utils.script.Script is a Struts 2 endpoint,At Script.java:[lines 49-524],com.cloud.utils.script.Script,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,In class com.cloud.utils.script.Script,com.cloud.utils.script.Script,true,,,,,,,,,,,,,,,At Script.java:[lines 49-524],com.cloud.utils.script.Script,,49,524,,,Script.java,com/cloud/utils/script/Script.java,java/com/cloud/utils/script/Script.java,,,,,,,,,,,,,STRUTS2_ENDPOINT,3,10,SECSTR2,SECURITY,484a5534f71e896d9d665ad6afe3a001,0,0,,,,,,,,,,,,,,,,,,,,,,,,true,49,524,true,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In SSHCmdHelper.java,com.cloud.utils.ssh.SSHCmdHelper,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,In class com.cloud.utils.ssh.SSHCmdHelper,com.cloud.utils.ssh.SSHCmdHelper,true,com.cloud.utils.ssh.SSHCmdHelper,80,95,0,356,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,"In method com.cloud.utils.ssh.SSHCmdHelper.acquireAuthorizedConnection(String, int, String, String)",com.cloud.utils.ssh.SSHCmdHelper,acquireAuthorizedConnection,(Ljava/lang/String;ILjava/lang/String;Ljava/lang/String;)Lcom/trilead/ssh2/Connection;,true,true,At SSHCmdHelper.java:[line 89],com.cloud.utils.ssh.SSHCmdHelper,true,89,89,100,100,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,At SSHCmdHelper.java:[line 89],com.cloud.utils.ssh.SSHCmdHelper,89,89,97,97,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ccab5b94d9eb82f045bd5e03d0968afd,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SSHCmdHelper.java,com.cloud.utils.ssh.SSHCmdHelper,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,In class com.cloud.utils.ssh.SSHCmdHelper,com.cloud.utils.ssh.SSHCmdHelper,true,com.cloud.utils.ssh.SSHCmdHelper,142,224,0,1107,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,"In method com.cloud.utils.ssh.SSHCmdHelper.sshExecuteCmdOneShot(Connection, String)",com.cloud.utils.ssh.SSHCmdHelper,sshExecuteCmdOneShot,(Lcom/trilead/ssh2/Connection;Ljava/lang/String;)Lcom/cloud/utils/ssh/SSHCmdHelper$SSHCmdResult;,true,true,At SSHCmdHelper.java:[line 142],com.cloud.utils.ssh.SSHCmdHelper,true,142,142,29,29,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,At SSHCmdHelper.java:[line 142],com.cloud.utils.ssh.SSHCmdHelper,142,142,26,26,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ab537ddc2f091805f91df6d80c123016,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SSHCmdHelper.java,com.cloud.utils.ssh.SSHCmdHelper,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,In class com.cloud.utils.ssh.SSHCmdHelper,com.cloud.utils.ssh.SSHCmdHelper,true,com.cloud.utils.ssh.SSHCmdHelper,142,224,0,1107,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,"In method com.cloud.utils.ssh.SSHCmdHelper.sshExecuteCmdOneShot(Connection, String)",com.cloud.utils.ssh.SSHCmdHelper,sshExecuteCmdOneShot,(Lcom/trilead/ssh2/Connection;Ljava/lang/String;)Lcom/cloud/utils/ssh/SSHCmdHelper$SSHCmdResult;,true,true,At SSHCmdHelper.java:[line 205],com.cloud.utils.ssh.SSHCmdHelper,true,205,205,393,393,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,At SSHCmdHelper.java:[line 205],com.cloud.utils.ssh.SSHCmdHelper,205,205,390,390,SSHCmdHelper.java,com/cloud/utils/ssh/SSHCmdHelper.java,java/com/cloud/utils/ssh/SSHCmdHelper.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ab537ddc2f091805f91df6d80c123016,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MD2, MD4 and MD5 are weak hash functions",MD5 is not a recommended cryptographic hash function,In SSHKeysHelper.java,com.cloud.utils.ssh.SSHKeysHelper,SSHKeysHelper.java,com/cloud/utils/ssh/SSHKeysHelper.java,java/com/cloud/utils/ssh/SSHKeysHelper.java,In class com.cloud.utils.ssh.SSHKeysHelper,com.cloud.utils.ssh.SSHKeysHelper,true,com.cloud.utils.ssh.SSHKeysHelper,59,84,0,402,SSHKeysHelper.java,com/cloud/utils/ssh/SSHKeysHelper.java,java/com/cloud/utils/ssh/SSHKeysHelper.java,In method com.cloud.utils.ssh.SSHKeysHelper.getPublicKeyFingerprint(String),com.cloud.utils.ssh.SSHKeysHelper,getPublicKeyFingerprint,(Ljava/lang/String;)Ljava/lang/String;,true,true,At SSHKeysHelper.java:[line 67],com.cloud.utils.ssh.SSHKeysHelper,true,67,67,34,34,SSHKeysHelper.java,com/cloud/utils/ssh/SSHKeysHelper.java,java/com/cloud/utils/ssh/SSHKeysHelper.java,,,,,,,,,,Value MD5,MD5,,WEAK_MESSAGE_DIGEST_MD5,1,5,SECMD5,SECURITY,226be99d7314a5a928fccb57c71706bc,0,0,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,64,95,0,524,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.scpTo(String, int, String, File, String, String, String, String, int, int)",com.cloud.utils.ssh.SshHelper,scpTo,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;II)V,true,true,At SshHelper.java:[line 74],com.cloud.utils.ssh.SshHelper,true,74,74,78,78,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 73],com.cloud.utils.ssh.SshHelper,73,73,68,68,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,74d2c66241921f5babb8286d8543b4d7,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,64,95,0,524,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.scpTo(String, int, String, File, String, String, String, String, int, int)",com.cloud.utils.ssh.SshHelper,scpTo,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;II)V,true,true,At SshHelper.java:[line 80],com.cloud.utils.ssh.SshHelper,true,80,80,138,138,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 79],com.cloud.utils.ssh.SshHelper,79,79,128,128,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,74d2c66241921f5babb8286d8543b4d7,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,100,130,0,538,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.scpTo(String, int, String, File, String, String, byte[], String, String, int, int)",com.cloud.utils.ssh.SshHelper,scpTo,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;[BLjava/lang/String;Ljava/lang/String;II)V,true,true,At SshHelper.java:[line 110],com.cloud.utils.ssh.SshHelper,true,110,110,78,78,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 109],com.cloud.utils.ssh.SshHelper,109,109,68,68,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ba628797467dba28126d910a77102b92,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,100,130,0,538,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.scpTo(String, int, String, File, String, String, byte[], String, String, int, int)",com.cloud.utils.ssh.SshHelper,scpTo,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;[BLjava/lang/String;Ljava/lang/String;II)V,true,true,At SshHelper.java:[line 116],com.cloud.utils.ssh.SshHelper,true,116,116,138,138,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 115],com.cloud.utils.ssh.SshHelper,115,115,128,128,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ba628797467dba28126d910a77102b92,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,140,230,0,1472,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.sshExecute(String, int, String, File, String, String, int, int, int)",com.cloud.utils.ssh.SshHelper,sshExecute,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;III)Lcom/cloud/utils/Pair;,true,true,At SshHelper.java:[line 149],com.cloud.utils.ssh.SshHelper,true,149,149,78,78,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 148],com.cloud.utils.ssh.SshHelper,148,148,68,68,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e1fa58399373144aee7494a4a642f3e1,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,140,230,0,1472,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.sshExecute(String, int, String, File, String, String, int, int, int)",com.cloud.utils.ssh.SshHelper,sshExecute,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;III)Lcom/cloud/utils/Pair;,true,true,At SshHelper.java:[line 155],com.cloud.utils.ssh.SshHelper,true,155,155,138,138,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 154],com.cloud.utils.ssh.SshHelper,154,154,128,128,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e1fa58399373144aee7494a4a642f3e1,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,140,230,0,1472,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.sshExecute(String, int, String, File, String, String, int, int, int)",com.cloud.utils.ssh.SshHelper,sshExecute,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;III)Lcom/cloud/utils/Pair;,true,true,At SshHelper.java:[line 207],com.cloud.utils.ssh.SshHelper,true,207,207,396,396,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 207],com.cloud.utils.ssh.SshHelper,207,207,393,393,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e1fa58399373144aee7494a4a642f3e1,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In SshHelper.java,com.cloud.utils.ssh.SshHelper,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,In class com.cloud.utils.ssh.SshHelper,com.cloud.utils.ssh.SshHelper,true,com.cloud.utils.ssh.SshHelper,140,230,0,1472,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,"In method com.cloud.utils.ssh.SshHelper.sshExecute(String, int, String, File, String, String, int, int, int)",com.cloud.utils.ssh.SshHelper,sshExecute,(Ljava/lang/String;ILjava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;III)Lcom/cloud/utils/Pair;,true,true,At SshHelper.java:[line 214],com.cloud.utils.ssh.SshHelper,true,214,214,467,467,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 46],com.cloud.utils.ssh.SshHelper,46,46,14,14,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,91eb9e22403d6ca5b3ac173d5a4a1c10,0,1,117,Method usage not detected,not detected,Method usage,At SshHelper.java:[line 134],com.cloud.utils.ssh.SshHelper,134,134,26,26,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 200],com.cloud.utils.ssh.SshHelper,200,200,342,342,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,,,,,,At SshHelper.java:[line 204],com.cloud.utils.ssh.SshHelper,204,204,360,360,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java,At SshHelper.java:[line 214],com.cloud.utils.ssh.SshHelper,214,214,464,464,SshHelper.java,com/cloud/utils/ssh/SshHelper.java,java/com/cloud/utils/ssh/SshHelper.java
