ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In RemoteServiceDescriptor.java,org.eclipse.che.api.core.rest.RemoteServiceDescriptor,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,In class org.eclipse.che.api.core.rest.RemoteServiceDescriptor,org.eclipse.che.api.core.rest.RemoteServiceDescriptor,true,org.eclipse.che.api.core.rest.RemoteServiceDescriptor,126,136,0,181,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,In method org.eclipse.che.api.core.rest.RemoteServiceDescriptor.isAvailable(),org.eclipse.che.api.core.rest.RemoteServiceDescriptor,isAvailable,()Z,false,true,At RemoteServiceDescriptor.java:[line 126],org.eclipse.che.api.core.rest.RemoteServiceDescriptor,true,126,126,9,9,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,At RemoteServiceDescriptor.java:[line 126],org.eclipse.che.api.core.rest.RemoteServiceDescriptor,126,126,6,6,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,77e9b04d1ae2e45478aa6576350515f3,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In RemoteServiceDescriptor.java,org.eclipse.che.api.core.rest.RemoteServiceDescriptor,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,In class org.eclipse.che.api.core.rest.RemoteServiceDescriptor,org.eclipse.che.api.core.rest.RemoteServiceDescriptor,true,org.eclipse.che.api.core.rest.RemoteServiceDescriptor,126,136,0,181,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,In method org.eclipse.che.api.core.rest.RemoteServiceDescriptor.isAvailable(),org.eclipse.che.api.core.rest.RemoteServiceDescriptor,isAvailable,()Z,false,true,At RemoteServiceDescriptor.java:[line 135],org.eclipse.che.api.core.rest.RemoteServiceDescriptor,true,135,135,64,64,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,At RemoteServiceDescriptor.java:[line 135],org.eclipse.che.api.core.rest.RemoteServiceDescriptor,135,135,61,61,RemoteServiceDescriptor.java,org/eclipse/che/api/core/rest/RemoteServiceDescriptor.java,java\org\eclipse\che\api\core\rest\RemoteServiceDescriptor.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,80dbee1a712305b3ca7c699173cb84e6,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In RuntimeExceptionMapper.java,org.eclipse.che.api.core.rest.RuntimeExceptionMapper,RuntimeExceptionMapper.java,org/eclipse/che/api/core/rest/RuntimeExceptionMapper.java,java\org\eclipse\che\api\core\rest\RuntimeExceptionMapper.java,In class org.eclipse.che.api.core.rest.RuntimeExceptionMapper,org.eclipse.che.api.core.rest.RuntimeExceptionMapper,true,org.eclipse.che.api.core.rest.RuntimeExceptionMapper,42,50,0,228,RuntimeExceptionMapper.java,org/eclipse/che/api/core/rest/RuntimeExceptionMapper.java,java\org\eclipse\che\api\core\rest\RuntimeExceptionMapper.java,In method org.eclipse.che.api.core.rest.RuntimeExceptionMapper.toResponse(RuntimeException),org.eclipse.che.api.core.rest.RuntimeExceptionMapper,toResponse,(Ljava/lang/RuntimeException;)Ljavax/ws/rs/core/Response;,false,true,At RuntimeExceptionMapper.java:[line 47],org.eclipse.che.api.core.rest.RuntimeExceptionMapper,true,47,47,52,52,RuntimeExceptionMapper.java,org/eclipse/che/api/core/rest/RuntimeExceptionMapper.java,java\org\eclipse\che\api\core\rest\RuntimeExceptionMapper.java,At RuntimeExceptionMapper.java:[line 44],org.eclipse.che.api.core.rest.RuntimeExceptionMapper,44,44,27,27,RuntimeExceptionMapper.java,org/eclipse/che/api/core/rest/RuntimeExceptionMapper.java,java\org\eclipse\che\api\core\rest\RuntimeExceptionMapper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8e16768b83c0fc78e18e440e5d29e1a2,0,0,117,,,,At RuntimeExceptionMapper.java:[line 45],org.eclipse.che.api.core.rest.RuntimeExceptionMapper,45,45,41,41,RuntimeExceptionMapper.java,org/eclipse/che/api/core/rest/RuntimeExceptionMapper.java,java\org\eclipse\che\api\core\rest\RuntimeExceptionMapper.java,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ApiInfoLogInformer.java,org.eclipse.che.api.core.util.ApiInfoLogInformer,ApiInfoLogInformer.java,org/eclipse/che/api/core/util/ApiInfoLogInformer.java,java\org\eclipse\che\api\core\util\ApiInfoLogInformer.java,In class org.eclipse.che.api.core.util.ApiInfoLogInformer,org.eclipse.che.api.core.util.ApiInfoLogInformer,true,org.eclipse.che.api.core.util.ApiInfoLogInformer,36,41,0,112,ApiInfoLogInformer.java,org/eclipse/che/api/core/util/ApiInfoLogInformer.java,java\org\eclipse\che\api\core\util\ApiInfoLogInformer.java,In method org.eclipse.che.api.core.util.ApiInfoLogInformer.printApiInfoOnStart(),org.eclipse.che.api.core.util.ApiInfoLogInformer,printApiInfoOnStart,()V,false,true,At ApiInfoLogInformer.java:[line 36],org.eclipse.che.api.core.util.ApiInfoLogInformer,true,36,36,45,45,ApiInfoLogInformer.java,org/eclipse/che/api/core/util/ApiInfoLogInformer.java,java\org\eclipse\che\api\core\util\ApiInfoLogInformer.java,At ApiInfoLogInformer.java:[line 38],org.eclipse.che.api.core.util.ApiInfoLogInformer,38,38,15,15,ApiInfoLogInformer.java,org/eclipse/che/api/core/util/ApiInfoLogInformer.java,java\org\eclipse\che\api\core\util\ApiInfoLogInformer.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,88b344168549cd08d8e1678540b9287c,0,0,117,,,,At ApiInfoLogInformer.java:[line 39],org.eclipse.che.api.core.util.ApiInfoLogInformer,39,39,27,27,ApiInfoLogInformer.java,org/eclipse/che/api/core/util/ApiInfoLogInformer.java,java\org\eclipse\che\api\core\util\ApiInfoLogInformer.java,At ApiInfoLogInformer.java:[line 40],org.eclipse.che.api.core.util.ApiInfoLogInformer,40,40,39,39,ApiInfoLogInformer.java,org/eclipse/che/api/core/util/ApiInfoLogInformer.java,java\org\eclipse\che\api\core\util\ApiInfoLogInformer.java,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In CompositeLineConsumer.java,org.eclipse.che.api.core.util.CompositeLineConsumer,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,In class org.eclipse.che.api.core.util.CompositeLineConsumer,org.eclipse.che.api.core.util.CompositeLineConsumer,true,org.eclipse.che.api.core.util.CompositeLineConsumer,45,57,0,225,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,In method org.eclipse.che.api.core.util.CompositeLineConsumer.close(),org.eclipse.che.api.core.util.CompositeLineConsumer,close,()V,false,true,At CompositeLineConsumer.java:[line 51],org.eclipse.che.api.core.util.CompositeLineConsumer,true,51,51,68,68,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,At CompositeLineConsumer.java:[line 47],org.eclipse.che.api.core.util.CompositeLineConsumer,47,47,16,16,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,583f00750581b106e22f96fb80d220a3,0,0,117,,,,At CompositeLineConsumer.java:[line 52],org.eclipse.che.api.core.util.CompositeLineConsumer,52,52,64,64,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In CompositeLineConsumer.java,org.eclipse.che.api.core.util.CompositeLineConsumer,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,In class org.eclipse.che.api.core.util.CompositeLineConsumer,org.eclipse.che.api.core.util.CompositeLineConsumer,true,org.eclipse.che.api.core.util.CompositeLineConsumer,67,89,0,360,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,In method org.eclipse.che.api.core.util.CompositeLineConsumer.writeLine(String),org.eclipse.che.api.core.util.CompositeLineConsumer,writeLine,(Ljava/lang/String;)V,false,true,At CompositeLineConsumer.java:[line 82],org.eclipse.che.api.core.util.CompositeLineConsumer,true,82,82,113,113,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,At CompositeLineConsumer.java:[line 68],org.eclipse.che.api.core.util.CompositeLineConsumer,68,68,11,11,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,10620ca2e6d0fda8c8e661aaacf61798,0,0,117,,,,At CompositeLineConsumer.java:[line 83],org.eclipse.che.api.core.util.CompositeLineConsumer,83,83,108,108,CompositeLineConsumer.java,org/eclipse/che/api/core/util/CompositeLineConsumer.java,java\org\eclipse\che\api\core\util\CompositeLineConsumer.java,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ContentTypeGuesser.java,org.eclipse.che.api.core.util.ContentTypeGuesser,ContentTypeGuesser.java,org/eclipse/che/api/core/util/ContentTypeGuesser.java,java\org\eclipse\che\api\core\util\ContentTypeGuesser.java,In class org.eclipse.che.api.core.util.ContentTypeGuesser,org.eclipse.che.api.core.util.ContentTypeGuesser,true,org.eclipse.che.api.core.util.ContentTypeGuesser,28,60,0,377,ContentTypeGuesser.java,org/eclipse/che/api/core/util/ContentTypeGuesser.java,java\org\eclipse\che\api\core\util\ContentTypeGuesser.java,In method org.eclipse.che.api.core.util.ContentTypeGuesser.<static initializer for ContentTypeGuesser>(),org.eclipse.che.api.core.util.ContentTypeGuesser,<clinit>,()V,true,true,At ContentTypeGuesser.java:[line 57],org.eclipse.che.api.core.util.ContentTypeGuesser,true,57,57,134,134,ContentTypeGuesser.java,org/eclipse/che/api/core/util/ContentTypeGuesser.java,java\org\eclipse\che\api\core\util\ContentTypeGuesser.java,At ContentTypeGuesser.java:[line 57],org.eclipse.che.api.core.util.ContentTypeGuesser,57,57,130,130,ContentTypeGuesser.java,org/eclipse/che/api/core/util/ContentTypeGuesser.java,java\org\eclipse\che\api\core\util\ContentTypeGuesser.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7579812156d1294af9830d0f90525d2b,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In FileCleaner.java,org.eclipse.che.api.core.util.FileCleaner,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,In class org.eclipse.che.api.core.util.FileCleaner,org.eclipse.che.api.core.util.FileCleaner,true,org.eclipse.che.api.core.util.FileCleaner,86,104,0,333,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,In method org.eclipse.che.api.core.util.FileCleaner.clean(),org.eclipse.che.api.core.util.FileCleaner,clean,()V,true,true,At FileCleaner.java:[line 94],org.eclipse.che.api.core.util.FileCleaner,true,94,94,90,90,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,At FileCleaner.java:[line 88],org.eclipse.che.api.core.util.FileCleaner,88,88,23,23,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e1f9c417e453759f86b20a5bfc9077e1,0,0,117,,,,At FileCleaner.java:[line 92],org.eclipse.che.api.core.util.FileCleaner,92,92,64,64,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In FileCleaner.java,org.eclipse.che.api.core.util.FileCleaner,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,In class org.eclipse.che.api.core.util.FileCleaner,org.eclipse.che.api.core.util.FileCleaner,true,org.eclipse.che.api.core.util.FileCleaner,86,104,0,333,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,In method org.eclipse.che.api.core.util.FileCleaner.clean(),org.eclipse.che.api.core.util.FileCleaner,clean,()V,true,true,At FileCleaner.java:[line 97],org.eclipse.che.api.core.util.FileCleaner,true,97,97,115,115,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,At FileCleaner.java:[line 88],org.eclipse.che.api.core.util.FileCleaner,88,88,23,23,FileCleaner.java,org/eclipse/che/api/core/util/FileCleaner.java,java\org\eclipse\che\api\core\util\FileCleaner.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3375d3a3142871c454a557c9195cb9b5,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In HttpDownloadPlugin.java,org.eclipse.che.api.core.util.HttpDownloadPlugin,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,In class org.eclipse.che.api.core.util.HttpDownloadPlugin,org.eclipse.che.api.core.util.HttpDownloadPlugin,true,org.eclipse.che.api.core.util.HttpDownloadPlugin,39,80,0,1018,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,"In method org.eclipse.che.api.core.util.HttpDownloadPlugin.download(String, File, DownloadPlugin$Callback)",org.eclipse.che.api.core.util.HttpDownloadPlugin,download,(Ljava/lang/String;Ljava/io/File;Lorg/eclipse/che/api/core/util/DownloadPlugin$Callback;)V,false,true,At HttpDownloadPlugin.java:[line 73],org.eclipse.che.api.core.util.HttpDownloadPlugin,true,73,73,329,329,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,At HttpDownloadPlugin.java:[line 73],org.eclipse.che.api.core.util.HttpDownloadPlugin,73,73,324,324,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,117c2565e78849fd9b5752c888fa5098,0,0,117,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In HttpDownloadPlugin.java,org.eclipse.che.api.core.util.HttpDownloadPlugin,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,In class org.eclipse.che.api.core.util.HttpDownloadPlugin,org.eclipse.che.api.core.util.HttpDownloadPlugin,true,org.eclipse.che.api.core.util.HttpDownloadPlugin,86,109,0,586,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,"In method org.eclipse.che.api.core.util.HttpDownloadPlugin.download(String, File, String, boolean)",org.eclipse.che.api.core.util.HttpDownloadPlugin,download,(Ljava/lang/String;Ljava/io/File;Ljava/lang/String;Z)V,false,true,At HttpDownloadPlugin.java:[line 96],org.eclipse.che.api.core.util.HttpDownloadPlugin,true,96,96,81,81,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,,,,,,,,,,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,d8c9cc29db7460b18174589f602ecb08,0,0,22,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In HttpDownloadPlugin.java,org.eclipse.che.api.core.util.HttpDownloadPlugin,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,In class org.eclipse.che.api.core.util.HttpDownloadPlugin,org.eclipse.che.api.core.util.HttpDownloadPlugin,true,org.eclipse.che.api.core.util.HttpDownloadPlugin,39,80,0,1018,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,"In method org.eclipse.che.api.core.util.HttpDownloadPlugin.download(String, File, DownloadPlugin$Callback)",org.eclipse.che.api.core.util.HttpDownloadPlugin,download,(Ljava/lang/String;Ljava/io/File;Lorg/eclipse/che/api/core/util/DownloadPlugin$Callback;)V,false,true,At HttpDownloadPlugin.java:[line 67],org.eclipse.che.api.core.util.HttpDownloadPlugin,true,67,67,213,213,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,At HttpDownloadPlugin.java:[line 49],org.eclipse.che.api.core.util.HttpDownloadPlugin,49,49,79,79,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,c976fdb626a68fdfcf85846274893e5e,0,0,22,,,,At HttpDownloadPlugin.java:[line 58],org.eclipse.che.api.core.util.HttpDownloadPlugin,58,58,142,142,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,At HttpDownloadPlugin.java:[line 60],org.eclipse.che.api.core.util.HttpDownloadPlugin,60,60,187,187,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java,At HttpDownloadPlugin.java:[line 67],org.eclipse.che.api.core.util.HttpDownloadPlugin,67,67,205,205,HttpDownloadPlugin.java,org/eclipse/che/api/core/util/HttpDownloadPlugin.java,java\org\eclipse\che\api\core\util\HttpDownloadPlugin.java
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In JsonRpcLineConsumer.java,org.eclipse.che.api.core.util.JsonRpcLineConsumer,JsonRpcLineConsumer.java,org/eclipse/che/api/core/util/JsonRpcLineConsumer.java,java\org\eclipse\che\api\core\util\JsonRpcLineConsumer.java,In class org.eclipse.che.api.core.util.JsonRpcLineConsumer,org.eclipse.che.api.core.util.JsonRpcLineConsumer,true,org.eclipse.che.api.core.util.JsonRpcLineConsumer,39,52,0,143,JsonRpcLineConsumer.java,org/eclipse/che/api/core/util/JsonRpcLineConsumer.java,java\org\eclipse\che\api\core\util\JsonRpcLineConsumer.java,In method org.eclipse.che.api.core.util.JsonRpcLineConsumer.writeLine(String),org.eclipse.che.api.core.util.JsonRpcLineConsumer,writeLine,(Ljava/lang/String;)V,false,true,At JsonRpcLineConsumer.java:[line 50],org.eclipse.che.api.core.util.JsonRpcLineConsumer,true,50,50,31,31,JsonRpcLineConsumer.java,org/eclipse/che/api/core/util/JsonRpcLineConsumer.java,java\org\eclipse\che\api\core\util\JsonRpcLineConsumer.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,671cf41939d51dd00ea5b1c02555cf79,0,0,117,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In JsonRpcMessageConsumer.java,org.eclipse.che.api.core.util.JsonRpcMessageConsumer,JsonRpcMessageConsumer.java,org/eclipse/che/api/core/util/JsonRpcMessageConsumer.java,java\org\eclipse\che\api\core\util\JsonRpcMessageConsumer.java,In class org.eclipse.che.api.core.util.JsonRpcMessageConsumer,org.eclipse.che.api.core.util.JsonRpcMessageConsumer,true,org.eclipse.che.api.core.util.JsonRpcMessageConsumer,39,52,0,171,JsonRpcMessageConsumer.java,org/eclipse/che/api/core/util/JsonRpcMessageConsumer.java,java\org\eclipse\che\api\core\util\JsonRpcMessageConsumer.java,In method org.eclipse.che.api.core.util.JsonRpcMessageConsumer.consume(Object),org.eclipse.che.api.core.util.JsonRpcMessageConsumer,consume,(Ljava/lang/Object;)V,false,true,At JsonRpcMessageConsumer.java:[line 50],org.eclipse.che.api.core.util.JsonRpcMessageConsumer,true,50,50,31,31,JsonRpcMessageConsumer.java,org/eclipse/che/api/core/util/JsonRpcMessageConsumer.java,java\org\eclipse\che\api\core\util\JsonRpcMessageConsumer.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d2acf1a71c2644d3cacf21c5c6e1782,0,0,117,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Command Injection,This usage of ProcessBuilder(...) can be vulnerable to Command Injection,In ProcessUtil.java,org.eclipse.che.api.core.util.ProcessUtil,ProcessUtil.java,org/eclipse/che/api/core/util/ProcessUtil.java,java\org\eclipse\che\api\core\util\ProcessUtil.java,In class org.eclipse.che.api.core.util.ProcessUtil,org.eclipse.che.api.core.util.ProcessUtil,true,org.eclipse.che.api.core.util.ProcessUtil,97,127,0,312,ProcessUtil.java,org/eclipse/che/api/core/util/ProcessUtil.java,java\org\eclipse\che\api\core\util\ProcessUtil.java,"In method org.eclipse.che.api.core.util.ProcessUtil.executeAndWait(String[], int, TimeUnit, LineConsumer)",org.eclipse.che.api.core.util.ProcessUtil,executeAndWait,([Ljava/lang/String;ILjava/util/concurrent/TimeUnit;Lorg/eclipse/che/api/core/util/LineConsumer;)Ljava/lang/Process;,true,true,At ProcessUtil.java:[line 97],org.eclipse.che.api.core.util.ProcessUtil,true,97,97,5,5,ProcessUtil.java,org/eclipse/che/api/core/util/ProcessUtil.java,java\org\eclipse\che\api\core\util\ProcessUtil.java,,,,,,,,,,Sink method ProcessBuilder(...),ProcessBuilder(...),Sink method,COMMAND_INJECTION,2,7,SECCI,SECURITY,b8a84c23f49a15fdc45d7ffc2ec3909a,0,0,78,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
